,tag_id,event_id,visible,timestamp,location_long,location_lat,ground_speed,height_above_ellipsoid,algorithm_marked_outlier,manually_marked_outlier,study_name
20,Ares,3395610571,True,2017-06-24T14:40:11Z,-5.113976,50.170433,1908,139.57,False,False,Pet Cats United Kingdom
21,Ares,3395610572,True,2017-06-24T14:43:16Z,-5.11434,50.170635,0,105.07,False,False,Pet Cats United Kingdom
22,Ares,3395610573,True,2017-06-24T16:30:06Z,-5.114075,50.170246,1044,91.48,False,False,Pet Cats United Kingdom
23,Ares,3395610574,True,2017-06-24T16:33:12Z,-5.114165,50.170193,936,66.35,False,False,Pet Cats United Kingdom
24,Ares,3395610575,True,2017-06-24T19:04:13Z,-5.115798,50.170712,10512,17.49,False,False,Pet Cats United Kingdom
25,Ares,3395610576,True,2017-06-24T19:04:28Z,-5.115926,50.170723,6660,0.43,False,False,Pet Cats United Kingdom
26,Ares,3395610577,True,2017-06-24T19:07:34Z,-5.116042,50.170544,2736,-9.52,False,False,Pet Cats United Kingdom
27,Ares,3395610578,True,2017-06-24T19:42:59Z,-5.115698,50.17083,936,-61.11,False,False,Pet Cats United Kingdom
28,Ares,3395610579,True,2017-06-24T19:46:26Z,-5.114319,50.170555,252,63.8,False,False,Pet Cats United Kingdom
29,Ares,3395610580,True,2017-06-24T20:08:46Z,-5.113991,50.170265,1944,72.55,False,False,Pet Cats United Kingdom
30,Ares,3395610581,True,2017-06-24T20:11:54Z,-5.11397,50.170189,324,69.74,False,False,Pet Cats United Kingdom
31,Ares,3395610582,True,2017-06-24T23:47:47Z,-5.113709,50.169815,5796,116.96,False,False,Pet Cats United Kingdom
32,Ares,3395610583,True,2017-06-25T00:04:22Z,-5.113956,50.169964,1260,101.79,False,False,Pet Cats United Kingdom
33,Ares,3395610584,True,2017-06-25T00:17:49Z,-5.113956,50.169964,1080,101.79,False,False,Pet Cats United Kingdom
34,Ares,3395610585,True,2017-06-25T23:59:14Z,-5.114152,50.170353,792,92.14,False,False,Pet Cats United Kingdom
35,Ares,3395610586,True,2017-06-26T00:02:33Z,-5.113891,50.169876,5724,107.73,False,False,Pet Cats United Kingdom
36,Ares,3395610587,True,2017-06-26T00:05:37Z,-5.1141,50.170094,2772,109.41,False,False,Pet Cats United Kingdom
37,Ares,3395610588,True,2017-06-26T00:18:22Z,-5.114121,50.17033,8028,89.22,False,False,Pet Cats United Kingdom
38,Ares,3395610589,True,2017-06-26T00:21:43Z,-5.113878,50.169762,2700,113.33,False,False,Pet Cats United Kingdom
39,Ares,3395610590,True,2017-06-26T00:28:46Z,-5.11354,50.169693,792,155.23,False,False,Pet Cats United Kingdom
40,Ares,3395610591,True,2017-06-26T00:32:52Z,-5.114029,50.170155,1296,103.05,False,False,Pet Cats United Kingdom
41,Ares,3395610592,True,2017-06-26T19:45:58Z,-5.114446,50.17028,5004,91.84,False,False,Pet Cats United Kingdom
42,Ares,3395610593,True,2017-06-26T19:50:30Z,-5.115579,50.169136,1080,241.61,False,False,Pet Cats United Kingdom
43,Ares,3395610594,True,2017-06-26T20:14:51Z,-5.115046,50.169388,252,222.45,False,False,Pet Cats United Kingdom
44,Ares,3395610595,True,2017-06-26T20:27:33Z,-5.114799,50.169384,2916,197.68,False,False,Pet Cats United Kingdom
45,Ares,3395610596,True,2017-06-26T20:47:15Z,-5.114219,50.169857,2700,145.99,False,False,Pet Cats United Kingdom
46,Ares,3395610597,True,2017-06-26T20:55:56Z,-5.114263,50.17017,3132,112.69,False,False,Pet Cats United Kingdom
47,Ares,3395610598,True,2017-06-26T23:56:56Z,-5.114133,50.17033,684,93.46,False,False,Pet Cats United Kingdom
48,Ares,3395610599,True,2017-06-27T00:01:11Z,-5.114027,50.170132,4788,85.0,False,False,Pet Cats United Kingdom
49,Ares,3395610600,True,2017-06-27T00:04:16Z,-5.114111,50.170155,3348,78.64,False,False,Pet Cats United Kingdom
50,Ares,3395610601,True,2017-06-27T00:35:25Z,-5.11435,50.17041,144,72.17,False,False,Pet Cats United Kingdom
51,Ares,3395610602,True,2017-06-27T00:51:32Z,-5.11448,50.170414,1980,35.81,False,False,Pet Cats United Kingdom
52,Ares,3395610603,True,2017-06-27T01:03:19Z,-5.114129,50.170231,4104,81.23,False,False,Pet Cats United Kingdom
53,Ares,3395610604,True,2017-06-27T01:06:26Z,-5.113997,50.170162,2232,92.71,False,False,Pet Cats United Kingdom
54,Ares,3395610605,True,2017-06-27T22:45:20Z,-5.114323,50.170475,396,81.52,False,False,Pet Cats United Kingdom
55,Ares,3395610606,True,2017-06-27T22:48:32Z,-5.114403,50.170589,144,72.99,False,False,Pet Cats United Kingdom
56,Ares,3395610607,True,2017-06-27T23:58:35Z,-5.114468,50.170696,1296,76.62,False,False,Pet Cats United Kingdom
57,Ares,3395610608,True,2017-06-28T00:01:52Z,-5.113807,50.170006,720,114.46,False,False,Pet Cats United Kingdom
58,Ares,3395610609,True,2017-06-28T00:05:06Z,-5.114124,50.170101,1512,104.39,False,False,Pet Cats United Kingdom
59,Ares,3395610610,True,2017-06-28T01:42:06Z,-5.113919,50.170429,1224,82.04,False,False,Pet Cats United Kingdom
60,Ares,3395610611,True,2017-06-28T01:45:17Z,-5.113688,50.170391,1044,80.52,False,False,Pet Cats United Kingdom
61,Ares,3395610612,True,2017-06-28T03:01:58Z,-5.113944,50.170101,3060,84.72,False,False,Pet Cats United Kingdom
62,Ares,3395610613,True,2017-06-28T03:07:20Z,-5.114555,50.170448,2880,46.62,False,False,Pet Cats United Kingdom
63,Ares,3395610614,True,2017-06-28T04:04:33Z,-5.114092,50.170273,504,103.83,False,False,Pet Cats United Kingdom
64,Ares,3395610615,True,2017-06-28T04:10:18Z,-5.11386,50.170303,0,96.28,False,False,Pet Cats United Kingdom
65,Ares,3395610616,True,2017-06-28T23:56:56Z,-5.114245,50.170616,2340,82.51,False,False,Pet Cats United Kingdom
66,Ares,3395610617,True,2017-06-29T00:00:37Z,-5.113813,50.170013,3384,75.34,False,False,Pet Cats United Kingdom
67,Ares,3395610618,True,2017-06-29T00:05:54Z,-5.11388,50.169815,2952,114.17,False,False,Pet Cats United Kingdom
68,Ares,3395610619,True,2017-06-29T00:54:43Z,-5.114026,50.170151,2916,93.47,False,False,Pet Cats United Kingdom
69,Ares,3395610620,True,2017-06-29T00:57:48Z,-5.112718,50.169945,12204,235.68,False,False,Pet Cats United Kingdom
70,Ares,3395610621,False,2017-06-29T00:58:01Z,-5.114001,50.170353,3168,103.57,True,False,Pet Cats United Kingdom
71,Ares,3395610622,True,2017-06-29T01:01:09Z,-5.114159,50.170341,1764,74.68,False,False,Pet Cats United Kingdom
72,Ares,3395610623,True,2017-06-29T04:17:11Z,-5.113963,50.170139,1512,81.79,False,False,Pet Cats United Kingdom
73,Ares,3395610624,True,2017-06-29T04:20:17Z,-5.113846,50.170124,1548,95.08,False,False,Pet Cats United Kingdom
74,Ares,3395610625,True,2017-06-29T04:38:59Z,-5.114257,50.170158,1332,99.32,False,False,Pet Cats United Kingdom
75,Ares,3395610626,True,2017-06-29T04:42:07Z,-5.114632,50.170132,1728,102.87,False,False,Pet Cats United Kingdom
76,Ares,3395610627,True,2017-06-29T05:03:20Z,-5.114226,50.170212,1440,79.81,False,False,Pet Cats United Kingdom
77,Ares,3395610628,True,2017-06-29T05:09:07Z,-5.113937,50.170135,1836,112.11,False,False,Pet Cats United Kingdom
78,Ares,3395610629,True,2017-06-29T23:56:21Z,-5.114012,50.170349,1116,80.38,False,False,Pet Cats United Kingdom
79,Ares,3395610630,True,2017-06-30T00:00:04Z,-5.114471,50.170738,8388,60.58,False,False,Pet Cats United Kingdom
80,Ares,3395610631,True,2017-06-30T00:03:10Z,-5.11402,50.170258,2160,71.18,False,False,Pet Cats United Kingdom
81,Ares,3395610632,True,2017-06-30T04:41:29Z,-5.113901,50.170437,792,79.97,False,False,Pet Cats United Kingdom
82,Ares,3395610633,True,2017-06-30T04:44:30Z,-5.114398,50.170155,324,74.08,False,False,Pet Cats United Kingdom
83,Ares,3395610634,True,2017-06-30T07:49:37Z,-5.11409,50.170303,1908,109.12,False,False,Pet Cats United Kingdom
84,Ares,3395610635,True,2017-06-30T07:52:42Z,-5.114016,50.170071,900,79.82,False,False,Pet Cats United Kingdom
85,Ares,3395610636,True,2017-06-30T08:46:45Z,-5.114232,50.170204,1872,80.55,False,False,Pet Cats United Kingdom
86,Ares,3395610637,True,2017-06-30T08:49:51Z,-5.114509,50.170635,720,155.22,False,False,Pet Cats United Kingdom
87,Ares,3395610638,True,2017-06-30T08:53:24Z,-5.114149,50.170311,612,90.79,False,False,Pet Cats United Kingdom
88,Ares,3395610639,True,2017-06-30T08:56:29Z,-5.114165,50.170242,324,88.23,False,False,Pet Cats United Kingdom
89,Ares,3395610640,True,2017-06-30T20:05:49Z,-5.114404,50.170464,432,45.86,False,False,Pet Cats United Kingdom
90,Ares,3395610641,True,2017-06-30T20:09:50Z,-5.112664,50.16993,10980,211.78,False,False,Pet Cats United Kingdom
91,Ares,3395610642,True,2017-06-30T20:13:31Z,-5.113413,50.170151,3924,152.41,False,False,Pet Cats United Kingdom
92,Ares,3395610643,True,2017-06-30T20:16:36Z,-5.114298,50.170231,6660,81.01,False,False,Pet Cats United Kingdom
93,Ares,3395610644,True,2017-06-30T20:30:53Z,-5.114622,50.170292,2916,59.75,False,False,Pet Cats United Kingdom
94,Ares,3395610645,True,2017-06-30T20:34:16Z,-5.113593,50.170124,14328,131.63,False,False,Pet Cats United Kingdom
95,Ares,3395610646,True,2017-06-30T20:34:51Z,-5.113612,50.170368,1656,96.08,False,False,Pet Cats United Kingdom
96,Ares,3395610647,True,2017-06-30T20:39:02Z,-5.11413,50.17001,2484,58.37,False,False,Pet Cats United Kingdom
97,Ares,3395610648,True,2017-06-30T22:33:25Z,-5.11421,50.170555,216,95.62,False,False,Pet Cats United Kingdom
98,Ares,3395610649,True,2017-06-30T22:37:08Z,-5.11418,50.170593,0,70.08,False,False,Pet Cats United Kingdom
99,Ares,3395610650,True,2017-06-30T22:55:01Z,-5.11444,50.170086,720,87.96,False,False,Pet Cats United Kingdom
100,Ares,3395610651,True,2017-06-30T22:58:01Z,-5.115032,50.170139,0,80.33,False,False,Pet Cats United Kingdom
101,Ares,3395610652,True,2017-06-30T23:54:37Z,-5.114236,50.170231,3996,68.44,False,False,Pet Cats United Kingdom
102,Ares,3395610653,True,2017-06-30T23:58:01Z,-5.114109,50.170197,1116,87.06,False,False,Pet Cats United Kingdom
103,Athena,3395610893,True,2017-06-24T01:02:13Z,-5.114018,50.170296,360,78.04,False,False,Pet Cats United Kingdom
104,Athena,3395610894,True,2017-06-24T01:05:33Z,-5.113985,50.170277,828,70.43,False,False,Pet Cats United Kingdom
105,Athena,3395610895,True,2017-06-24T02:12:30Z,-5.11427,50.170177,288,65.66,False,False,Pet Cats United Kingdom
106,Athena,3395610896,True,2017-06-24T02:15:29Z,-5.114331,50.17017,0,75.44,False,False,Pet Cats United Kingdom
107,Athena,3395610897,True,2017-06-24T05:30:58Z,-5.114207,50.170303,792,68.41,False,False,Pet Cats United Kingdom
108,Athena,3395610898,True,2017-06-24T05:34:04Z,-5.114014,50.170124,1584,92.83,False,False,Pet Cats United Kingdom
109,Athena,3395610899,True,2017-06-24T06:41:20Z,-5.114121,50.170322,7848,106.18,False,False,Pet Cats United Kingdom
110,Athena,3395610900,True,2017-06-24T06:44:29Z,-5.114142,50.170338,4572,136.68,False,False,Pet Cats United Kingdom
111,Athena,3395610901,True,2017-06-24T07:12:51Z,-5.114151,50.170143,2772,82.49,False,False,Pet Cats United Kingdom
112,Athena,3395610902,True,2017-06-24T07:16:31Z,-5.113845,50.170532,1656,86.5,False,False,Pet Cats United Kingdom
113,Athena,3395610903,True,2017-06-24T07:36:20Z,-5.114162,50.170639,2988,139.61,False,False,Pet Cats United Kingdom
114,Athena,3395610904,True,2017-06-24T07:39:31Z,-5.11424,50.170174,0,91.46,False,False,Pet Cats United Kingdom
115,Athena,3395610905,True,2017-06-24T07:49:04Z,-5.113991,50.170227,900,90.77,False,False,Pet Cats United Kingdom
116,Athena,3395610906,True,2017-06-24T07:52:11Z,-5.11398,50.170288,1512,105.95,False,False,Pet Cats United Kingdom
117,Athena,3395610907,True,2017-06-24T08:39:19Z,-5.114159,50.170181,720,94.67,False,False,Pet Cats United Kingdom
118,Athena,3395610908,True,2017-06-24T08:42:24Z,-5.114123,50.170132,1044,95.91,False,False,Pet Cats United Kingdom
119,Athena,3395610909,True,2017-06-24T17:25:49Z,-5.114176,50.170319,1116,75.38,False,False,Pet Cats United Kingdom
120,Athena,3395610910,True,2017-06-24T17:28:54Z,-5.113536,50.169998,2196,107.46,False,False,Pet Cats United Kingdom
121,Athena,3395610911,True,2017-06-24T17:35:23Z,-5.113832,50.170208,1620,88.65,False,False,Pet Cats United Kingdom
122,Athena,3395610912,True,2017-06-24T17:38:49Z,-5.114364,50.170345,504,80.09,False,False,Pet Cats United Kingdom
123,Athena,3395610913,True,2017-06-24T17:42:18Z,-5.114159,50.170227,576,80.99,False,False,Pet Cats United Kingdom
124,Athena,3395610914,True,2017-06-24T17:46:31Z,-5.114022,50.170174,1584,82.88,False,False,Pet Cats United Kingdom
125,Athena,3395610915,True,2017-06-24T23:56:41Z,-5.113712,50.170322,4680,52.95,False,False,Pet Cats United Kingdom
126,Athena,3395610916,True,2017-06-25T00:09:01Z,-5.113285,50.170338,5400,44.18,False,False,Pet Cats United Kingdom
127,Athena,3395610917,True,2017-06-25T00:19:59Z,-5.113285,50.170338,1260,44.18,False,False,Pet Cats United Kingdom
128,Athena,3395610918,True,2017-06-25T00:39:20Z,-5.113899,50.1703,720,70.76,False,False,Pet Cats United Kingdom
129,Athena,3395610919,True,2017-06-25T00:47:26Z,-5.113979,50.170288,1296,88.25,False,False,Pet Cats United Kingdom
130,Athena,3395610920,True,2017-06-25T08:03:44Z,-5.114316,50.170303,1584,45.82,False,False,Pet Cats United Kingdom
131,Athena,3395610921,True,2017-06-25T08:12:56Z,-5.114344,50.170128,11628,12.86,False,False,Pet Cats United Kingdom
132,Athena,3395610922,True,2017-06-25T08:22:10Z,-5.114527,50.170349,3384,52.42,False,False,Pet Cats United Kingdom
133,Athena,3395610923,True,2017-06-25T08:33:13Z,-5.113222,50.169952,0,137.09,False,False,Pet Cats United Kingdom
134,Athena,3395610924,True,2017-06-25T10:17:50Z,-5.114014,50.170235,2160,79.03,False,False,Pet Cats United Kingdom
135,Athena,3395610925,True,2017-06-25T10:21:00Z,-5.114128,50.170101,864,82.12,False,False,Pet Cats United Kingdom
136,Athena,3395610926,True,2017-06-25T10:40:05Z,-5.113991,50.170326,180,85.25,False,False,Pet Cats United Kingdom
137,Athena,3395610927,True,2017-06-25T10:43:19Z,-5.114004,50.170376,108,89.76,False,False,Pet Cats United Kingdom
138,Athena,3395610928,True,2017-06-25T13:22:21Z,-5.113885,50.170208,720,93.49,False,False,Pet Cats United Kingdom
139,Athena,3395610929,True,2017-06-25T13:26:02Z,-5.114193,50.170231,2088,71.07,False,False,Pet Cats United Kingdom
140,Athena,3395610930,True,2017-06-25T23:57:49Z,-5.113828,50.169796,1836,103.57,False,False,Pet Cats United Kingdom
141,Athena,3395610931,True,2017-06-26T00:01:02Z,-5.113922,50.170059,0,97.26,False,False,Pet Cats United Kingdom
142,Athena,3395610932,True,2017-06-26T00:04:06Z,-5.114013,50.169933,7524,121.15,False,False,Pet Cats United Kingdom
143,Athena,3395610933,True,2017-06-26T00:38:31Z,-5.114214,50.170074,1260,60.45,False,False,Pet Cats United Kingdom
144,Athena,3395610934,True,2017-06-26T00:41:35Z,-5.114257,50.170071,1584,64.8,False,False,Pet Cats United Kingdom
145,Athena,3395610935,True,2017-06-26T02:10:36Z,-5.114191,50.170258,396,83.77,False,False,Pet Cats United Kingdom
146,Athena,3395610936,True,2017-06-26T02:13:40Z,-5.114067,50.170238,4644,98.0,False,False,Pet Cats United Kingdom
147,Athena,3395610937,True,2017-06-26T08:08:15Z,-5.114326,50.170147,324,83.53,False,False,Pet Cats United Kingdom
148,Athena,3395610938,True,2017-06-26T08:11:23Z,-5.11441,50.17012,0,78.51,False,False,Pet Cats United Kingdom
149,Athena,3395610939,True,2017-06-26T08:30:15Z,-5.114218,50.170219,1476,94.6,False,False,Pet Cats United Kingdom
150,Athena,3395610940,True,2017-06-26T08:33:21Z,-5.113867,50.169922,252,58.76,False,False,Pet Cats United Kingdom
151,Athena,3395610941,True,2017-06-26T09:20:53Z,-5.114451,50.170101,1584,89.6,False,False,Pet Cats United Kingdom
152,Athena,3395610942,True,2017-06-26T09:23:59Z,-5.114571,50.170029,0,70.37,False,False,Pet Cats United Kingdom
153,Athena,3395610943,True,2017-06-26T09:33:16Z,-5.114441,50.170197,1080,80.01,False,False,Pet Cats United Kingdom
154,Athena,3395610944,True,2017-06-26T09:36:19Z,-5.114437,50.170223,0,87.27,False,False,Pet Cats United Kingdom
155,Athena,3395610945,True,2017-06-26T10:07:25Z,-5.114188,50.170166,2880,63.68,False,False,Pet Cats United Kingdom
156,Athena,3395610946,True,2017-06-26T10:10:29Z,-5.114046,50.169926,5148,69.81,False,False,Pet Cats United Kingdom
157,Athena,3395610947,True,2017-06-26T10:19:43Z,-5.114084,50.1702,1800,87.82,False,False,Pet Cats United Kingdom
158,Athena,3395610948,True,2017-06-26T10:22:48Z,-5.114141,50.170212,0,78.39,False,False,Pet Cats United Kingdom
159,Athena,3395610949,True,2017-06-26T11:38:17Z,-5.113874,50.17009,2232,83.17,False,False,Pet Cats United Kingdom
160,Athena,3395610950,True,2017-06-26T11:41:45Z,-5.114236,50.170528,612,75.99,False,False,Pet Cats United Kingdom
161,Athena,3395610951,True,2017-06-26T12:58:57Z,-5.114213,50.170292,1404,77.16,False,False,Pet Cats United Kingdom
162,Athena,3395610952,True,2017-06-26T13:02:06Z,-5.114153,50.170185,0,79.36,False,False,Pet Cats United Kingdom
163,Athena,3395610953,True,2017-06-26T16:34:10Z,-5.114368,50.170288,1152,66.01,False,False,Pet Cats United Kingdom
164,Athena,3395610954,True,2017-06-26T16:37:48Z,-5.114899,50.170441,4572,13.94,False,False,Pet Cats United Kingdom
165,Athena,3395610955,True,2017-06-26T16:42:01Z,-5.114651,50.17028,3780,57.71,False,False,Pet Cats United Kingdom
166,Athena,3395610956,True,2017-06-26T16:47:01Z,-5.113722,50.170116,1368,97.42,False,False,Pet Cats United Kingdom
167,Athena,3395610957,True,2017-06-26T17:20:01Z,-5.113961,50.170128,1620,71.35,False,False,Pet Cats United Kingdom
168,Athena,3395610958,True,2017-06-26T17:33:27Z,-5.114065,50.170273,4716,76.69,False,False,Pet Cats United Kingdom
169,Athena,3395610959,True,2017-06-26T19:15:23Z,-5.114334,50.170071,2808,97.98,False,False,Pet Cats United Kingdom
170,Athena,3395610960,True,2017-06-26T19:19:05Z,-5.114427,50.170071,2340,101.91,False,False,Pet Cats United Kingdom
171,Athena,3395610961,True,2017-06-26T19:23:31Z,-5.114403,50.1698,5148,111.94,False,False,Pet Cats United Kingdom
172,Athena,3395610962,True,2017-06-26T19:28:11Z,-5.113787,50.17054,4536,43.78,False,False,Pet Cats United Kingdom
173,Athena,3395610963,True,2017-06-26T19:53:50Z,-5.114122,50.170296,1296,94.1,False,False,Pet Cats United Kingdom
174,Athena,3395610964,True,2017-06-26T19:56:55Z,-5.11459,50.170219,5724,85.39,False,False,Pet Cats United Kingdom
175,Athena,3395610965,True,2017-06-26T20:09:40Z,-5.114322,50.170071,72,119.64,False,False,Pet Cats United Kingdom
176,Athena,3395610966,True,2017-06-26T20:12:51Z,-5.113952,50.170341,0,81.51,False,False,Pet Cats United Kingdom
177,Athena,3395610967,True,2017-06-26T21:34:11Z,-5.114123,50.170223,1188,86.38,False,False,Pet Cats United Kingdom
178,Athena,3395610968,True,2017-06-26T21:37:15Z,-5.11413,50.170132,324,80.51,False,False,Pet Cats United Kingdom
179,Athena,3395610969,True,2017-06-26T23:54:40Z,-5.114012,50.169983,3132,76.26,False,False,Pet Cats United Kingdom
180,Athena,3395610970,True,2017-06-26T23:57:48Z,-5.114346,50.170673,0,62.24,False,False,Pet Cats United Kingdom
181,Athena,3395610971,True,2017-06-27T00:01:01Z,-5.114219,50.170334,0,92.58,False,False,Pet Cats United Kingdom
182,Athena,3395610972,True,2017-06-27T00:04:07Z,-5.114251,50.170364,1548,90.87,False,False,Pet Cats United Kingdom
183,Athena,3395610973,True,2017-06-27T20:55:38Z,-5.114327,50.170128,468,61.82,False,False,Pet Cats United Kingdom
184,Athena,3395610974,True,2017-06-27T21:08:51Z,-5.114071,50.170086,2412,54.68,False,False,Pet Cats United Kingdom
185,Athena,3395610975,True,2017-06-27T21:11:58Z,-5.114148,50.170235,3996,83.28,False,False,Pet Cats United Kingdom
186,Athena,3395610976,True,2017-06-27T23:03:23Z,-5.114294,50.169975,324,94.37,False,False,Pet Cats United Kingdom
187,Athena,3395610977,True,2017-06-27T23:06:28Z,-5.11453,50.169979,2052,90.85,False,False,Pet Cats United Kingdom
188,Athena,3395610978,True,2017-06-27T23:12:45Z,-5.11405,50.169838,1548,106.71,False,False,Pet Cats United Kingdom
189,Athena,3395610979,True,2017-06-27T23:16:06Z,-5.11396,50.169872,1548,94.96,False,False,Pet Cats United Kingdom
190,Athena,3395610980,True,2017-06-27T23:36:05Z,-5.11411,50.170151,1980,68.84,False,False,Pet Cats United Kingdom
191,Athena,3395610981,True,2017-06-27T23:40:57Z,-5.114166,50.170162,3996,22.69,False,False,Pet Cats United Kingdom
192,Athena,3395610982,True,2017-06-27T23:58:32Z,-5.114017,50.1702,828,81.07,False,False,Pet Cats United Kingdom
193,Athena,3395610983,True,2017-06-28T00:02:00Z,-5.114111,50.170193,1044,94.82,False,False,Pet Cats United Kingdom
194,Athena,3395610984,True,2017-06-28T00:08:50Z,-5.114111,50.170193,0,94.82,False,False,Pet Cats United Kingdom
195,Athena,3395610985,True,2017-06-28T23:59:24Z,-5.113759,50.16967,3240,113.05,False,False,Pet Cats United Kingdom
196,Athena,3395610986,True,2017-06-29T00:03:32Z,-5.113091,50.170433,0,129.27,False,False,Pet Cats United Kingdom
197,Athena,3395610987,True,2017-06-29T00:08:44Z,-5.114283,50.170135,1836,102.42,False,False,Pet Cats United Kingdom
198,Athena,3395610988,True,2017-06-29T00:25:07Z,-5.114157,50.170292,4032,118.29,False,False,Pet Cats United Kingdom
199,Athena,3395610989,True,2017-06-29T00:39:17Z,-5.110911,50.168354,6480,472.94,False,False,Pet Cats United Kingdom
200,Athena,3395610990,True,2017-06-29T00:53:34Z,-5.113856,50.170025,2052,112.74,False,False,Pet Cats United Kingdom
201,Athena,3395610991,True,2017-06-29T01:04:56Z,-5.114338,50.17033,216,100.08,False,False,Pet Cats United Kingdom
202,Athena,3395610992,True,2017-06-29T01:55:23Z,-5.114211,50.170166,3996,73.33,False,False,Pet Cats United Kingdom
203,Athena,3395610993,True,2017-06-29T02:03:47Z,-5.114069,50.170208,648,111.96,False,False,Pet Cats United Kingdom
204,Athena,3395610994,True,2017-06-29T23:57:00Z,-5.114182,50.170185,0,83.66,False,False,Pet Cats United Kingdom
205,Athena,3395610995,True,2017-06-30T00:00:08Z,-5.114118,50.169945,5688,103.02,False,False,Pet Cats United Kingdom
206,Athena,3395610996,True,2017-06-30T00:03:18Z,-5.114224,50.170135,0,52.39,False,False,Pet Cats United Kingdom
207,Athena,3395610997,True,2017-06-30T23:54:05Z,-5.114129,50.169857,5220,83.57,False,False,Pet Cats United Kingdom
208,Athena,3395610998,True,2017-06-30T23:59:32Z,-5.113935,50.169868,19728,130.57,False,False,Pet Cats United Kingdom
209,Lola,3395925758,True,2017-06-24T01:18:49Z,-5.073783,50.14753,1404,62.29,False,False,Pet Cats United Kingdom
210,Lola,3395925759,True,2017-06-24T01:37:26Z,-5.073783,50.14753,2160,62.29,False,False,Pet Cats United Kingdom
211,Lola,3395925760,True,2017-06-24T01:57:42Z,-5.073857,50.147079,756,53.66,False,False,Pet Cats United Kingdom
212,Lola,3395925761,True,2017-06-24T02:08:29Z,-5.073935,50.146866,2664,16.25,False,False,Pet Cats United Kingdom
213,Lola,3395925762,True,2017-06-24T09:18:28Z,-5.07415,50.146278,4752,85.23,False,False,Pet Cats United Kingdom
214,Lola,3395925763,True,2017-06-24T09:22:05Z,-5.074041,50.145927,5832,93.55,False,False,Pet Cats United Kingdom
215,Lola,3395925764,True,2017-06-24T10:42:24Z,-5.073954,50.146488,1044,76.48,False,False,Pet Cats United Kingdom
216,Lola,3395925765,True,2017-06-24T10:45:28Z,-5.07288,50.147167,3924,-86.26,False,False,Pet Cats United Kingdom
217,Lola,3395925766,True,2017-06-24T11:57:52Z,-5.073711,50.147644,7956,-55.96,False,False,Pet Cats United Kingdom
218,Lola,3395925767,True,2017-06-24T12:01:02Z,-5.073022,50.147888,1368,-106.27,False,False,Pet Cats United Kingdom
219,Lola,3395925768,True,2017-06-24T12:08:10Z,-5.073959,50.147495,6516,-60.52,False,False,Pet Cats United Kingdom
220,Lola,3395925769,True,2017-06-24T12:11:35Z,-5.073877,50.147011,864,10.62,False,False,Pet Cats United Kingdom
